Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
7.490077,S,7.490077,1.710322,0,0.5063124,0,0,44.7013,117.9091,0,82.46066,109.44,6.71129,-116.8685872,-116.6567948,-7.032702524,1929.411991,1922.76658,159.9978307,85.24325,85.24325,8201.719,646.7057
7.500077,S,7.500077,1.709398,0,0.5064468,0,0,44.7013,117.722,0,82.46066,109.4434,6.712123,-116.7340514,-116.5226168,-7.022716262,1928.244954,1921.601354,159.9276036,85.24245,85.24245,8220.935,648.3054
7.510077,S,7.510077,1.708476,0,0.5065812,0,0,44.7013,117.5354,0,82.46066,109.4467,6.712935,-116.5997806,-116.388703,-7.012749248,1927.079262,1920.437467,159.8574761,85.24166,85.24166,8240.139,649.9043
7.520077,S,7.520077,1.707554,0,0.5067157,0,0,44.7013,117.3493,0,82.46066,109.4499,6.713748,-116.4659241,-116.2552025,-7.00281067,1925.914907,1919.274915,159.787448,85.24087,85.24087,8259.331,651.5025
7.530077,S,7.530077,1.706634,0,0.5068502,0,0,44.7013,117.1636,0,82.46066,109.4532,6.714556,-116.332285,-116.1219186,-6.992893822,1924.751889,1918.113696,159.7175191,85.24007,85.24007,8278.512,653.1
7.540078,S,7.540078,1.705714,0,0.506985,0,0,44.7013,116.9782,0,82.46066,109.4564,6.715366,-116.1989605,-115.9889486,-6.982995353,1923.590206,1916.953807,159.6476891,85.23928,85.23928,8297.682,654.6968
7.550078,S,7.550078,1.704796,0,0.5071196,0,0,44.7013,116.7933,0,82.46066,109.4597,6.716173,-116.0658731,-115.856215,-6.973115635,1922.429854,1915.795245,159.5779579,85.23849,85.23849,8316.84,656.293
7.560078,S,7.560078,1.703879,0,0.5072543,0,0,44.7013,116.6088,0,82.46066,109.4629,6.71698,-115.9331563,-115.7238509,-6.963264104,1921.27083,1914.638006,159.5083253,85.23769,85.23769,8335.986,657.8884
7.570078,S,7.570078,1.702962,0,0.5073892,0,0,44.7013,116.4247,0,82.46066,109.4662,6.717786,-115.8006666,-115.5917134,-6.953430083,1920.113131,1913.482089,159.438791,85.23689,85.23689,8355.121,659.4832
7.580079,S,7.580079,1.702047,0,0.507524,0,0,44.7013,116.241,0,82.46066,109.4694,6.718591,-115.6685177,-115.4599156,-6.943620648,1918.956753,1912.32749,159.3693548,85.2361,85.2361,8374.244,661.0772
7.590079,S,7.590079,1.701133,0,0.5076589,0,0,44.7013,116.0577,0,82.46066,109.4726,6.719394,-115.5366494,-115.3283979,-6.933828226,1917.801695,1911.174206,159.3000165,85.23531,85.23531,8393.355,662.6705
7.600079,S,7.600079,1.700219,0,0.507794,0,0,44.7013,115.8747,0,82.46066,109.4759,6.720197,-115.4050522,-115.1971505,-6.924058528,1916.647953,1910.022234,159.2307759,85.2345,85.2345,8412.456,664.2632
7.610079,S,7.610079,1.699307,0,0.5079291,0,0,44.7013,115.6923,0,82.46066,109.4791,6.720997,-115.2738037,-115.0662508,-6.914314906,1915.495525,1908.871572,159.1616328,85.2337,85.2337,8431.545,665.8552
7.62008,S,7.62008,1.698395,0,0.5080643,0,0,44.7013,115.5102,0,82.46066,109.4823,6.7218,-115.1428061,-114.9356013,-6.904588546,1914.344406,1907.722216,159.0925869,85.2329,85.2329,8450.622,667.4464
7.63008,S,7.63008,1.697485,0,0.5081994,0,0,44.7013,115.3285,0,82.46066,109.4856,6.72262,-115.0120576,-114.8052003,-6.894881308,1913.194595,1906.574164,159.0236381,85.23211,85.23211,8469.688,669.037
7.64008,S,7.64008,1.696575,0,0.5083348,0,0,44.7013,115.1473,0,82.46066,109.4888,6.723419,-114.8816817,-114.6751708,-6.885201638,1912.046089,1905.427412,158.9547861,85.23131,85.23131,8488.742,670.6269
7.65008,S,7.65008,1.695667,0,0.5084701,0,0,44.7013,114.9664,0,82.46066,109.492,6.724218,-114.7514813,-114.5453161,-6.875537614,1910.898886,1904.281959,158.8860307,85.23051,85.23051,8507.785,672.2161
7.66008,S,7.66008,1.694759,0,0.5086055,0,0,44.7013,114.7859,0,82.46066,109.4952,6.725015,-114.6216392,-114.415819,-6.865896314,1909.75298,1903.137801,158.8173717,85.22971,85.22971,8526.816,673.8046
7.670081,S,7.670081,1.693853,0,0.5087409,0,0,44.7013,114.6057,0,82.46066,109.4984,6.725811,-114.4920779,-114.2866021,-6.856272523,1908.608372,1901.994935,158.748809,85.2289,85.2289,8545.836,675.3925
7.680081,S,7.680081,1.692947,0,0.5088765,0,0,44.7013,114.426,0,82.46066,109.5016,6.726605,-114.3627977,-114.1576653,-6.846673691,1907.465056,1900.853358,158.6803423,85.2281,85.2281,8564.845,676.9796
7.690081,S,7.690081,1.692042,0,0.5090122,0,0,44.7013,114.2467,0,82.46066,109.5048,6.727401,-114.2337945,-114.0290047,-6.837095473,1906.323031,1899.713068,158.6119713,85.22729,85.22729,8583.842,678.5661
7.700081,S,7.700081,1.691139,0,0.5091478,0,0,44.7013,114.0679,0,82.46066,109.508,6.728192,-114.1051477,-113.9006998,-6.827541221,1905.182294,1898.574061,158.5436959,85.22649,85.22649,8602.827,680.1519
7.710082,S,7.710082,1.690236,0,0.5092835,0,0,44.7013,113.8894,0,82.46066,109.5113,6.729006,-113.9766725,-113.7725657,-6.818003236,1904.04284,1897.436336,158.4755159,85.22569,85.22569,8621.802,681.7369
7.720082,S,7.720082,1.689334,0,0.5094194,0,0,44.7013,113.7112,0,82.46066,109.5145,6.729798,-113.8484821,-113.6447157,-6.808485864,1902.904669,1896.299889,158.407431,85.22488,85.22488,8640.765,683.3214
7.730082,S,7.730082,1.688434,0,0.5095551,0,0,44.7013,113.5335,0,82.46066,109.5176,6.730587,-113.7206203,-113.5171936,-6.79898836,1901.767779,1895.164717,158.3394412,85.22408,85.22408,8659.716,684.9051
7.740082,S,7.740082,1.687534,0,0.509691,0,0,44.7013,113.3561,0,82.46066,109.5208,6.731377,-113.5930057,-113.3899178,-6.78951296,1900.632163,1894.030818,158.271546,85.22327,85.22327,8678.656,686.4882
7.750082,S,7.750082,1.686635,0,0.509827,0,0,44.7013,113.1792,0,82.46066,109.524,6.732164,-113.4657017,-113.2629519,-6.780057304,1899.497822,1892.898188,158.2037455,85.22247,85.22247,8697.585,688.0706
7.760083,S,7.760083,1.685737,0,0.5099631,0,0,44.7013,113.0026,0,82.46066,109.5271,6.732952,-113.3386768,-113.1362642,-6.770625117,1898.364751,1891.766825,158.1360392,85.22166,85.22166,8716.503,689.6523
7.770083,S,7.770083,1.68484,0,0.5100992,0,0,44.7013,112.8264,0,82.46066,109.5304,6.73376,-113.2118929,-113.0098169,-6.761210066,1897.232948,1890.636727,158.0684271,85.22085,85.22085,8735.409,691.2333
7.780083,S,7.780083,1.683944,0,0.5102353,0,0,44.7013,112.6505,0,82.46066,109.5335,6.734546,-113.0853539,-112.883614,-6.751811407,1896.102413,1889.507891,158.000909,85.22004,85.22004,8754.305,692.8136
7.790083,S,7.790083,1.683049,0,0.5103715,0,0,44.7013,112.4751,0,82.46066,109.5367,6.73533,-112.9591517,-112.7577469,-6.742438328,1894.973138,1888.380314,157.9334846,85.21923,85.21923,8773.188,694.3932
7.800084,S,7.800084,1.682155,0,0.5105078,0,0,44.7013,112.3001,0,82.46066,109.5398,6.736114,-112.8332384,-112.6321679,-6.733085862,1893.845124,1887.253992,157.8661538,85.21842,85.21842,8792.061,695.9722
7.810084,S,7.810084,1.681262,0,0.5106441,0,0,44.7013,112.1254,0,82.46066,109.543,6.736896,-112.7075523,-112.5068153,-6.723753016,1892.718367,1886.128924,157.7989162,85.21761,85.21761,8810.922,697.5505
7.820084,S,7.820084,1.68037,0,0.5107805,0,0,44.7013,111.951,0,82.46066,109.5461,6.737678,-112.5821211,-112.3817171,-6.714435693,1891.592864,1885.005107,157.7317719,85.2168,85.2168,8829.771,699.1282
7.830084,S,7.830084,1.679479,0,0.5109168,0,0,44.7013,111.7772,0,82.46066,109.5493,6.738479,-112.4569887,-112.2569169,-6.705141714,1890.468614,1883.882538,157.6647205,85.21599,85.21599,8848.61,700.7051
7.840085,S,7.840085,1.678588,0,0.5110535,0,0,44.7013,111.6036,0,82.46066,109.5525,6.739261,-112.3321372,-112.1323968,-6.695866734,1889.345612,1882.761214,157.5977618,85.21517,85.21517,8867.438,702.2814
