Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
0.09999999,B,0.09999999,0.02120052,0,1.225093,0,564.1398,72.34413,0.06872125,0,109.6365,119.0804,2.349226,218.688390413064,218.688390412626,0.000437837454578603,25.6811307259216,21.07867,0.00004240466,89.9999,89.9999,1.029803,0.000002078118
0.11,B,0.11,0.02276257,0,1.208775,0,565.867,72.31345,0.0781653,0,109.6002,119.0804,2.358268,219.559094875608,219.559094875168,0.000439357118988264,27.5118420657066,23.27426,0.00004679823,89.9999,89.9999,1.251568,0.000002524132
0.12,B,0.12,0.02438525,0,1.193272,0,567.5943,72.28268,0.08855573,0,109.5638,119.0804,2.367309,220.43046575126,220.430465750819,0.000440877946893633,29.4001349299573,25.47857,0.00005120701,89.9999,89.9999,1.495332,0.000003014158
0.13,B,0.13,0.02605897,0,1.178604,0,569.3216,72.25182,0.09988525,0,109.5275,119.0804,2.376351,221.302533680746,221.302533680304,0.000442399997767412,31.337441583758,27.6916,0.00005563101,89.9999,89.9999,1.761183,0.000003548349
0.14,B,0.14,0.02777613,0,1.164753,0,571.0489,72.22086,0.1121483,0,109.4911,119.0804,2.385392,222.175231737332,222.175231736889,0.000443923142847615,33.3169502344594,29.91335,0.00006007024,89.9999,89.9999,2.049208,0.000004126855
0.15,B,0.15,0.02953071,0,1.151684,0,572.7762,72.1898,0.1253407,0,109.4548,119.0804,2.394434,223.048589355209,223.048589354764,0.000445447439466358,35.3332223617746,32.14383,0.00006452471,89.9999,89.9999,2.359493,0.00000474983
0.16,B,0.16,0.03131788,0,1.139349,0,574.5035,72.15865,0.1394595,0,109.4184,119.0804,2.403476,223.922666432501,223.922666432055,0.000446972992198377,37.3818905555054,34.38306,0.00006899444,89.9999,89.9999,2.692128,0.000005417425
0.17,B,0.17,0.03313377,0,1.127701,0,576.231,72.12741,0.1545032,0,109.3821,119.0804,2.412517,224.797417057477,224.79741705703,0.00044849971490873,39.4593894655185,36.63103,0.00007347944,89.9999,89.9999,3.047198,0.000006129795
0.18,B,0.18,0.03497522,0,1.116688,0,577.9584,72.09608,0.1704706,0,109.3458,119.0804,2.421559,225.672866385478,225.672866385029,0.000450027663443881,41.5628327714426,38.88776,0.00007797971,89.9999,89.9999,3.424792,0.00000688709
0.19,B,0.19,0.03683968,0,1.106263,0,579.6859,72.06464,0.1873618,0,109.3094,119.0804,2.4306,226.549049651956,226.549049651506,0.00045155689336462,43.689830718593,41.15325,0.00008249528,89.9999,89.9999,3.824997,0.000007689466
0.2,B,0.2,0.03872502,0,1.096381,0,581.4133,72.03312,0.2051776,0,109.2731,119.0804,2.439641,227.425916206067,227.425916205616,0.000453087316236767,45.838412716775,43.42751,0.00008702615,89.9999,89.9999,4.247901,0.000008537073
0.21,B,0.21,0.0406295,0,1.086998,0,583.1407,72.0015,0.2239188,0,109.2367,119.0804,2.448683,228.303446039549,228.303446039096,0.000454618891189642,48.0069271675558,45.71054,0.00009157234,89.9999,89.9999,4.693591,0.000009430066
0.22,B,0.22,0.04255166,0,1.078076,0,584.8683,71.96978,0.2435875,0,109.2004,119.0804,2.457725,229.181745379355,229.181745378901,0.000456151815554907,50.1940064986324,48.00236,0.00009613386,89.9999,89.9999,5.162156,0.0000103686
0.23,B,0.23,0.04449028,0,1.069581,0,586.5959,71.93797,0.2641858,0,109.164,119.0804,2.466766,230.060741589493,230.060741589038,0.00045768595059162,52.398479442837,50.30297,0.0001007107,89.9999,89.9999,5.653682,0.00001135282
0.24,B,0.24,0.04644433,0,1.061478,0,588.3235,71.90607,0.2857162,0,109.1277,119.0804,2.475808,230.940487553562,230.940487553105,0.000459221400605001,54.6193603139123,52.61238,0.0001053029,89.9999,89.9999,6.168259,0.00001238289
0.25,B,0.25,0.04841293,0,1.053739,0,590.0511,71.87407,0.3081818,0,109.0913,119.0804,2.484849,231.820909217627,231.820909217169,0.000460758024336391,56.8557986908346,54.93059,0.0001099105,89.9999,89.9999,6.705974,0.00001345895
0.26,B,0.26,0.05039533,0,1.046338,0,591.7787,71.84198,0.3315858,0,109.055,119.0804,2.493891,232.702034009759,232.7020340093,0.000462295875645138,59.1070737355226,57.25761,0.0001145335,89.9999,89.9999,7.266915,0.00001458117
0.27,B,0.27,0.0523909,0,1.03925,0,593.5063,71.8098,0.3559318,0,109.0186,119.0804,2.502932,233.583891933149,233.583891932688,0.0004638350068972,61.3725645680193,59.59345,0.0001191718,89.9999,89.9999,7.851171,0.0000157497
0.28,B,0.28,0.05439908,0,1.032453,0,595.2341,71.77752,0.3812236,0,108.9823,119.0804,2.511974,234.466514187774,234.466514187312,0.000465375472579785,63.6517242945254,61.93811,0.0001238255,89.9999,89.9999,8.458828,0.00001696469
0.29,B,0.29,0.05641938,0,1.025926,0,596.9618,71.74515,0.4074652,0,108.9459,119.0804,2.521015,235.349847712614,235.349847712151,0.000466917180052039,65.9440959349796,64.29161,0.0001284947,89.9999,89.9999,9.089976,0.00001822629
0.3,B,0.3,0.05845141,0,1.019653,0,598.6801,71.71268,0.4346612,0,108.9096,119.0804,2.530057,236.229679064716,236.229679064252,0.00046845277550195,68.2492236440978,66.65391,0.0001331792,89.9999,89.9999,9.744704,0.00001953466
0.31,B,0.31,0.06049476,0,1.013615,0,600.3605,71.68011,0.4628153,0,108.8732,119.0804,2.539098,237.093265018844,237.093265018378,0.000469960017774481,70.5665748399842,69.02484,0.0001378788,89.9999,89.9999,10.4231,0.00002088995
0.32,B,0.32,0.06254896,0,1.007799,0,602.041,71.64746,0.4919299,0,108.8369,119.0804,2.54814,237.95755144848,237.957551448013,0.000471468482997985,72.895845433664,71.40442,0.0001425935,89.9999,89.9999,11.12524,0.00002229231
0.33,B,0.33,0.06461373,0,1.00219,0,603.7215,71.61472,0.5220101,0,108.8006,119.0804,2.557181,238.822540339233,238.822540338765,0.000472978174638537,75.2367393159444,73.79264,0.0001473233,89.9999,89.9999,11.85123,0.00002374189
0.3399999,B,0.3399999,0.06668883,0,0.9967765,0,605.402,71.58188,0.5530601,0,108.7642,119.0804,2.566223,239.688261618334,239.688261617864,0.000474489144929548,77.5890219153003,76.18952,0.0001520682,89.9999,89.9999,12.60114,0.00002523885
0.3499999,B,0.3499999,0.06877404,10.57277,0.9915456,0,607.0826,71.54895,0.5850853,0,108.7279,119.0804,2.575264,240.55470000047,240.5547,0.0004757555,79.952476708586,78.59507,0.0001568258,89.9999,89.99989,13.38709,0.00002678332
0.3599999,B,0.3599999,0.07086917,10.25337,2.146282,5.935052,608.7632,71.51593,1.344768,3.942207,108.6915,111.8837,0.7940682,241.100701019626,241.0949,-1.672491,82.3207042336398,81.00602,-0.01656808,89.99984,90.01172,14.19715,-0.00005527295
0.3699999,B,0.3699999,0.07296854,9.950461,2.063377,5.711768,610.4438,71.48282,1.370516,4.016275,108.6552,112.0356,0.840898,241.972018820653,241.966,-1.706674,84.6998658287289,83.42568,-0.03363482,89.99965,90.02309,15.03141,-0.0003062874
0.3799999,B,0.3799999,0.07507763,9.662784,1.987597,5.502199,612.1245,71.44962,1.397563,4.090238,108.6188,112.1824,0.88646,242.843935117615,242.8377,-1.740196,87.0898025395395,85.85406,-0.05103678,89.99932,90.03406,15.88995,-0.0007296454
0.3899999,B,0.3899999,0.07719629,9.389194,1.918152,5.305177,613.8052,71.41632,1.425888,4.164089,108.5825,112.3244,0.9308188,243.716349356678,243.7099,-1.773016,89.4903524270658,88.29115,-0.06876694,89.99884,90.04462,16.77286,-0.001328664
0.3999999,B,0.3999999,0.07932436,9.128662,1.854355,5.119646,615.4859,71.38293,1.455469,4.237813,108.5461,112.4617,0.974035,244.589460680102,244.5828,-1.805054,91.9014077931147,90.73698,-0.08681747,89.99821,90.05482,17.68023,-0.002106586
0.4099999,B,0.4099999,0.08146178,8.880245,1.795608,4.94466,617.1667,71.34946,1.486287,4.311388,108.5098,112.5948,1.016164,245.463268466868,245.4564,-1.836264,94.3228345021762,93.19154,-0.1051801,89.9974,90.06467,18.61214,-0.003066574
0.4199999,B,0.4199999,0.08360842,8.643094,1.741389,4.779374,618.8475,71.31589,1.518329,4.384801,108.4734,112.7236,1.057256,246.337571830099,246.3305,-1.866565,96.7545396132129,95.65485,-0.1238457,89.99641,90.07418,19.56869,-0.004211703
0.4299999,B,0.4299999,0.08576417,8.416428,1.691242,4.623021,620.5283,71.28223,1.551578,4.458029,108.4371,112.8485,1.097366,247.212570099569,247.2053,-1.895908,99.1964107524211,98.1269,-0.1428048,89.99524,90.08338,20.54996,-0.005544955
0.4399998,B,0.4399998,0.08792896,8.199532,1.644764,4.474914,622.2091,71.24847,1.586022,4.531052,108.4007,112.9696,1.136538,248.088262328284,248.0808,-1.924208,101.648364496519,100.6077,-0.1620469,89.99387,90.09229,21.55604,-0.007069214
0.4499998,B,0.4499998,0.09010271,7.991757,1.601599,4.334414,623.89,71.21463,1.621648,4.603842,108.3644,113.0872,1.174818,248.964547536002,248.9569,-1.951377,104.110365204385,103.0973,-0.1815607,89.99227,90.1009,22.58701,-0.008787252
0.4599998,B,0.4599998,0.09228539,7.792514,1.561436,4.200967,625.5709,71.18069,1.658449,4.67637,108.328,113.2013,1.212247,249.841525027433,249.8337,-1.977365,106.582235990684,105.5956,-0.2013343,89.99046,90.10925,23.64297,-0.01070173
0.4699998,B,0.4699998,0.09447685,7.601248,1.523997,4.074051,627.2518,71.14667,1.696412,4.748615,108.2917,113.3122,1.24887,250.719193764175,250.7112,-2.002078,109.064004552698,108.1027,-0.2213551,89.9884,90.11732,24.724,-0.01281517
0.4799998,B,0.4799998,0.09667709,7.417449,1.489035,3.9532,628.9328,71.11255,1.735533,4.820551,108.2553,113.4199,1.284719,251.597553034056,251.5894,-2.025463,111.555605484552,110.6186,-0.2416097,89.98611,90.12514,25.83018,-0.01513
0.4899998,B,0.4899998,0.09888609,7.24066,1.456329,3.837979,630.6138,71.07834,1.775802,4.892136,108.219,113.5247,1.319837,252.476601519422,252.4683,-2.047391,114.056978709613,113.1433,-0.2620836,89.98355,90.13272,26.96161,-0.01764846
0.4999998,B,0.4999998,0.1011038,7.070444,1.425686,3.728004,632.2948,71.04404,1.817217,4.963349,108.1827,113.6268,1.354253,253.356338773427,253.3479,-2.06784,116.568068860912,115.6768,-0.282762,89.98072,90.14005,28.11838,-0.02037269
0.5099998,B,0.5099998,0.1033301,6.906409,1.396926,3.622909,633.976,71.00964,1.859766,5.034137,108.1463,113.7261,1.388003,254.236863435011,254.2283,-2.086674,119.088824962551,118.2191,-0.3036287,89.97762,90.14716,29.30058,-0.02330464
0.5199998,B,0.5199998,0.105565,6.74819,1.369896,3.522375,635.657,70.97515,1.903451,5.104485,108.11,113.8228,1.421115,255.118074809048,255.1094,-2.103836,121.619199908368,120.7702,-0.3246671,89.97422,90.15402,30.50828,-0.02644612
0.5299998,B,0.5299998,0.1078085,6.595443,1.344452,3.426096,637.3381,70.94057,1.948263,5.174339,108.0736,113.9172,1.453622,255.999972132636,255.9912,-2.119258,124.159150139433,123.3301,-0.3458597,89.97052,90.16068,31.74158,-0.02979876
0.5399998,B,0.5399998,0.1100604,6.447849,1.320469,3.3338,639.0192,70.90589,1.994202,5.243674,108.0373,114.0092,1.485548,256.882554447522,256.8737,-2.132845,126.708635338815,125.8988,-0.3671882,89.96651,90.16711,33.00057,-0.033364
0.5499998,B,0.5499998,0.1123209,6.305105,1.297829,3.245227,640.7004,70.87112,2.041263,5.312443,108.0009,114.099,1.516923,257.765920706718,257.757,-2.144488,129.26771754622,128.4764,-0.3886331,89.96217,90.17331,34.28533,-0.0371431
0.5599998,B,0.5599998,0.1145899,6.166945,1.276429,3.160136,642.3817,70.83627,2.089445,5.380588,107.9646,114.1866,1.547771,258.650069970424,258.6411,-2.154086,131.836262777806,131.0628,-0.410174,89.9575,90.17931,35.59596,-0.04113714
0.5699998,B,0.5699998,0.1168673,6.033106,1.256175,3.078321,644.0629,70.80132,2.138744,5.448087,107.9282,114.2723,1.578116,259.534901605452,259.5259,-2.161569,134.414338262097,133.6581,-0.4317897,89.95248,90.1851,36.93254,-0.04534696
0.5799997,B,0.5799997,0.1191532,5.903358,1.236982,2.999573,645.7442,70.76628,2.189161,5.514871,107.8919,114.356,1.607985,260.420414718602,260.4114,-2.16683,137.00181464904,136.2622,-0.453458,89.94711,90.19067,38.29516,-0.0497732
0.5899997,B,0.5899997,0.1214475,5.777462,1.218771,2.923708,647.4255,70.73115,2.240693,5.580906,107.8555,114.4379,1.637394,261.306808725878,261.2978,-2.169793,139.598763520719,138.8752,-0.4751559,89.94136,90.19604,39.68391,-0.05441627
0.5999997,B,0.5999997,0.1237502,5.655223,1.201473,2.850551,649.1069,70.69592,2.29334,5.646125,107.8192,114.518,1.666369,262.193782561484,262.1848,-2.170314,142.205059461929,141.497,-0.496859,89.93523,90.20119,41.09888,-0.05927634
0.6099997,B,0.6099997,0.1260612,5.536431,1.185023,2.77995,650.7883,70.66061,2.347101,5.710495,107.7828,114.5964,1.694924,263.081636058751,263.0727,-2.168351,144.820777715171,144.1277,-0.5185425,89.92871,90.20614,42.54016,-0.06435335
0.6199997,B,0.6199997,0.1283806,5.420907,1.169361,2.711746,652.4697,70.6252,2.401975,5.773943,107.7465,114.6733,1.723086,263.970168231336,263.9613,-2.163751,147.445895717384,146.7673,-0.54018,89.92178,90.21088,44.00784,-0.06964696
0.6299997,B,0.6299997,0.1307084,5.308482,1.154434,2.645803,654.1511,70.5897,2.457965,5.836422,107.7102,114.7486,1.750869,264.859578814512,264.8508,-2.156439,150.080392350552,149.4158,-0.5617444,89.91444,90.21541,45.502,-0.07515658
0.6399997,B,0.6399997,0.1330445,5.198989,1.140193,2.581995,655.8326,70.55411,2.51507,5.897871,107.6738,114.8225,1.778291,265.749667585971,265.741,-2.146332,152.72424783559,152.0732,-0.5832077,89.90668,90.21973,47.02273,-0.08088134
0.6499997,B,0.6499997,0.1353889,5.092272,1.126593,2.5202,657.5141,70.51842,2.573291,5.958227,107.6375,114.895,1.80537,266.640534103543,266.632,-2.133308,155.377443678942,154.7395,-0.6045408,89.89849,90.22384,48.57012,-0.08682009
0.6599997,B,0.6599997,0.1377417,4.988191,1.113591,2.460305,659.1956,70.48265,2.63263,6.017427,107.6011,114.9662,1.832121,267.532178074963,267.5238,-2.117248,158.039962564725,157.4147,-0.6257133,89.88985,90.22775,50.14427,-0.09297136
0.6699997,B,0.6699997,0.1401027,4.886602,1.101151,2.402205,660.8772,70.44678,2.693089,6.075416,107.5648,115.0362,1.85856,268.424599591215,268.4164,-2.098065,160.711887854432,160.0989,-0.6466939,89.88075,90.23144,51.74526,-0.0993334
0.6799996,B,0.6799996,0.1424722,4.787386,1.089236,2.3458,662.5588,70.41083,2.754669,6.132107,107.5284,115.1049,1.884701,269.317798565634,269.3098,-2.075632,163.393104711703,162.792,-0.6674502,89.87119,90.23492,53.37318,-0.1059041
0.6899996,B,0.6899996,0.1448499,4.690424,1.077815,2.291,664.2404,70.37478,2.817372,6.187441,107.4921,115.1725,1.910558,270.21167537586,270.2039,-2.049862,166.083598808704,165.494,-0.6879488,89.86116,90.23817,55.02812,-0.1126811
0.6999996,B,0.6999996,0.1472359,4.595594,1.066859,2.237723,665.9221,70.33864,2.881201,6.241361,107.4557,115.239,1.936145,271.106530507845,271.099,-2.020664,168.78345632382,168.205,-0.7081555,89.85064,90.24122,56.71017,-0.1196616
0.7099996,B,0.7099996,0.1496302,4.502787,1.056338,2.185883,667.6038,70.30241,2.94616,6.293781,107.4194,115.3045,1.961475,272.002064332756,271.9948,-1.987907,171.492664641697,170.925,-0.7280346,89.83962,90.24404,58.41942,-0.1268426
0.7199996,B,0.7199996,0.1520329,4.411902,1.046227,2.135402,669.2856,70.26608,3.012249,6.344612,107.383,115.369,1.986563,272.898377376048,272.8914,-1.951456,174.211112229602,173.6539,-0.7475492,89.8281,90.24665,60.15596,-0.1342205
0.7299996,B,0.7299996,0.1544437,4.322845,1.036504,2.086213,670.9673,70.22967,3.079472,6.393796,107.3467,115.4326,2.011418,273.795470656544,273.7888,-1.911216,176.938887576326,176.3918,-0.7666613,89.81606,90.24902,61.91988,-0.1417916
0.7399996,B,0.7399996,0.156863,4.235521,1.027146,2.038248,672.6492,70.19316,3.147835,6.44125,107.3103,115.4953,2.036052,274.693445380869,274.6871,-1.867091,179.675980141042,179.1387,-0.7853322,89.8035,90.25117,63.71126,-0.1495515
0.7499996,B,0.7499996,0.1592905,4.149842,1.018133,1.991443,674.331,70.15656,3.217339,6.486887,107.274,115.5571,2.060478,275.5922026712,275.5862,-1.81894,182.422380028403,181.8946,-0.8035216,89.79041,90.25311,65.5302,-0.1574958
0.7599996,B,0.7599996,0.1617263,4.065731,1.009447,1.945739,676.0128,70.11987,3.287991,6.530626,107.2376,115.6182,2.084706,276.491644166972,276.486,-1.766663,185.178077888065,184.6595,-0.8211882,89.77678,90.2548,67.3768,-0.1656194
0.7699996,B,0.7699996,0.1641704,3.983103,1.001069,1.901082,677.6948,70.08309,3.359794,6.572386,107.2013,115.6784,2.108742,277.391971736955,277.3867,-1.71016,187.943064902118,187.4334,-0.8382898,89.76259,90.25625,69.25114,-0.1739167
0.7799996,B,0.7799996,0.1666227,3.901893,0.9929839,1.857417,679.3767,70.04622,3.432754,6.612072,107.1649,115.738,2.132602,278.293187216834,278.2883,-1.649283,190.717332773199,190.2163,-0.8547826,89.74786,90.25747,71.1533,-0.1823821
0.7899995,B,0.7899995,0.1690834,3.822025,0.9851768,1.814699,681.0587,70.00925,3.506874,6.64961,107.1286,115.7969,2.156291,279.195093245725,279.1906,-1.583971,193.50087362821,193.0082,-0.8706223,89.73254,90.25845,73.08338,-0.1910091
0.7999995,B,0.7999995,0.1715523,3.743434,0.9776335,1.772878,682.7407,69.9722,3.582161,6.684898,107.0923,115.8551,2.179821,280.097892201083,280.0938,-1.514073,196.293680068601,195.8091,-0.885763,89.71667,90.25918,75.04147,-0.1997911
0.8099995,B,0.8099995,0.1740295,3.666054,0.9703408,1.731911,684.4227,69.93505,3.658621,6.717854,107.0559,115.9128,2.203199,281.001487030351,280.9978,-1.439482,199.095844860884,198.6191,-0.9001578,89.7002,90.25967,77.02766,-0.2087207
0.8199995,B,0.8199995,0.176515,3.58983,0.9632865,1.691756,686.1049,69.89781,3.736262,6.748372,107.0196,115.9698,2.226435,281.905880971163,281.9026,-1.360088,201.907261653827,201.4381,-0.9137587,89.68316,90.2599,79.04205,-0.2177902
0.8299995,B,0.8299995,0.1790088,3.5147,0.9564596,1.652375,687.7869,69.86047,3.815087,6.776372,106.9832,116.0263,2.249534,282.811177574273,282.8083,-1.275779,204.728023983005,204.2662,-0.9265165,89.66551,90.25988,81.08471,-0.2269916
0.8399995,B,0.8399995,0.1815109,3.440614,0.9498492,1.61373,689.4691,69.82305,3.895107,6.801742,106.9469,116.0823,2.272506,283.717180728819,283.7147,-1.186442,207.558026190687,207.1033,-0.9383809,89.64727,90.25961,83.15574,-0.2363161
0.8499995,B,0.8499995,0.1840212,3.367518,0.9434459,1.575788,691.1512,69.78554,3.976327,6.824401,106.9105,116.1379,2.295358,284.624094670837,284.622,-1.091963,210.397362498574,209.9495,-0.9493005,89.62842,90.25906,85.25523,-0.2457545
0.8599995,B,0.8599995,0.1865399,3.295275,0.9372398,1.538515,694.1365,69.74793,4.058758,6.844627,106.8742,116.1929,2.318096,286.132806894324,286.1311,-0.9883289,213.252017761308,212.8108,-0.9591838,89.60896,90.25824,87.38334,-0.2552969
0.8699995,B,0.8699995,0.1890723,3.223826,0.9312139,1.501835,697.4476,69.71021,4.142597,6.862195,106.8378,116.2476,2.340745,287.793439303058,287.7921,-0.8779997,216.123485779318,215.6887,-0.9679638,89.58889,90.25713,89.54022,-0.2649327
0.8799995,B,0.8799995,0.1916196,3.153132,0.925359,1.465712,700.7588,69.6723,4.227913,6.876948,106.8015,116.302,2.363315,289.45610240518,289.4551,-0.7617766,219.011863004421,218.5833,-0.9755816,89.56819,90.25571,91.72605,-0.2746504
0.8899994,B,0.8899994,0.1941819,3.083162,0.9196683,1.430124,704.0699,69.63422,4.314723,6.888765,106.7651,116.3561,2.38581,291.120602412118,291.1199,-0.6395098,221.917046471268,221.4945,-0.9819767,89.54687,90.25401,93.94099,-0.2844382
0.8999994,B,0.8999994,0.1967592,3.013889,0.9141361,1.395048,707.3812,69.59595,4.403042,6.89753,106.7288,116.4099,2.408235,292.787146000757,292.7867,-0.5110444,224.839133004182,224.4224,-0.9870871,89.52492,90.252,96.18522,-0.2942835
0.9099994,B,0.9099994,0.1993515,2.945289,0.9087569,1.360469,710.6925,69.5575,4.492893,6.90314,106.6924,116.4634,2.430592,294.455740416543,294.4555,-0.3762765,227.778019933493,227.3669,-0.9908499,89.50233,90.24969,98.45889,-0.3041732
0.9199994,B,0.9199994,0.2019588,2.87733,0.9035258,1.326368,714.0038,69.51887,4.584293,6.905501,106.6561,116.5167,2.452886,296.126193320981,296.1261,-0.2350948,230.733904214919,230.3282,-0.9932008,89.47912,90.24706,100.7622,-0.3140935
0.9299994,B,0.9299994,0.2045813,2.809982,0.8984374,1.292728,717.3151,69.48006,4.677265,6.904475,106.6197,116.5697,2.475122,297.798712808713,297.7987,-0.08734321,233.706683486627,233.3062,-0.9940742,89.45526,90.24412,103.0952,-0.3240298
0.9399994,B,0.9399994,0.2072188,2.743231,0.8934868,1.259528,720.6265,69.44107,4.771825,6.899939,106.5834,116.6226,2.497304,299.473207525915,299.4732,0.06713881,236.696355389008,236.3009,-0.9934028,89.43077,90.24087,105.4582,-0.3339672
0.9499994,B,0.9499994,0.2098713,2.677048,0.8886703,1.22676,723.9379,69.4019,4.867999,6.891809,106.5471,116.6752,2.519431,301.149786624614,301.1497,0.2284162,239.703017486079,239.3124,-0.9911186,89.40563,90.23729,107.8514,-0.3438898
0.9599994,B,0.9599994,0.2125389,2.611413,0.8839831,1.194405,727.2494,69.36255,4.965806,6.879949,106.5107,116.7276,2.541511,302.82835977079,302.8281,0.3966508,242.726667684544,242.3407,-0.9871521,89.37985,90.23338,110.2748,-0.3537812
0.9699994,B,0.9699994,0.2152217,2.546307,0.8794215,1.162449,730.5609,69.32301,5.06527,6.864246,106.4744,116.7798,2.563545,304.509037154713,304.5085,0.5719586,245.767304017437,245.3858,-0.9814325,89.35344,90.22916,112.7286,-0.3636241
0.9799994,B,0.9799994,0.2179196,2.481718,0.8749818,1.130882,733.8724,69.28329,5.166414,6.844584,106.438,116.8319,2.585536,306.191629493944,306.1907,0.7544572,248.824924642764,248.4477,-0.9738879,89.32639,90.22459,115.2131,-0.3734007
0.9899994,B,0.9899994,0.2206326,2.417621,0.8706608,1.099694,737.184,69.2434,5.269264,6.820869,106.4017,116.8838,2.607485,307.876347886632,307.8749,0.9442129,251.899527816498,251.5264,-0.9644458,89.29868,90.21969,117.7284,-0.3830923
0.9999993,B,0.9999993,0.2233608,2.354005,0.8664547,1.06887,740.4955,69.20332,5.373836,6.792962,106.3653,116.9355,2.629396,309.563204241592,309.5611,1.141397,254.991211815794,254.622,-0.9530318,89.27036,90.21445,120.2746,-0.3926797
1.009999,B,1.009999,0.2261041,2.290853,0.8623607,1.038402,743.8072,69.16307,5.480165,6.760766,106.329,116.9871,2.651271,311.252010710626,311.2491,1.346076,258.099975149627,257.7345,-0.939571,89.24139,90.20887,122.8519,-0.4021427
1.019999,B,1.019999,0.2288627,2.228157,0.8583755,1.00828,747.1189,69.12263,5.588269,6.724153,106.2926,117.0385,2.673111,312.942980161084,312.9391,1.558372,261.225816468546,260.8639,-0.9239873,89.21179,90.20294,125.4606,-0.4114605
1.029999,B,1.029999,0.2316366,2.165907,0.8544965,0.9784973,750.4306,69.08202,5.698182,6.683033,106.2563,117.0898,2.694918,314.636125743764,314.6311,1.778352,264.368734520176,264.0102,-0.9062038,89.18157,90.19666,128.1007,-0.4206115
1.039999,B,1.039999,0.2344256,2.104089,0.8507213,0.9490466,753.7424,69.04121,5.809925,6.637298,106.2199,117.141,2.716692,316.331361085238,316.325,2.006086,267.5287281446,267.1734,-0.886143,89.15073,90.19003,130.7724,-0.4295732
1.049999,B,1.049999,0.2372298,2.042695,0.847047,0.9199185,757.0542,69.00024,5.923527,6.586835,106.1836,117.1921,2.738438,318.028600646933,318.0207,2.241696,270.705896194811,270.3536,-0.8637261,89.11929,90.18304,133.476,-0.4383225
1.059999,B,1.059999,0.2400494,1.981716,0.8434712,0.891107,760.366,68.95908,6.039016,6.531534,106.1472,117.243,2.760151,319.728059084783,319.7184,2.48525,273.900237750092,273.5508,-0.8388736,89.08722,90.1757,136.2115,-0.4468355
